,INDEX_,sub_smiles
1,4796,=O
2,4796,=O
3,4796,CRN1CCC[C@H]1CROCc1ccccc1
4,4796,C
5,4796,=O
6,4796,=O
0,4797,COCRN[C@H]RCRC
1,4797,=O
2,4797,CRN1CCC[C@H]1c1nccR[nH]1
3,4797,C
4,4797,=O
5,4797,-c2cccRcc2
6,4797,-c3cccRcc3
7,4797,-c4cncR[nH]4
8,4797,[C@@H]5CCCN5CR[C@@H]RCRC
9,4797,=O
10,4797,NCROC
11,4797,C
12,4797,=O
0,4798,CC[C@H]1OCR[C@H]R[C@@H]R[C@H]R[C@@H]R[C@]RRC[C@@H]RCR[C@H]R[C@@H]R[C@]1RO
1,4798,=O
2,4798,C
3,4798,O[C@H]2C[C@@]RR[C@@H]R[C@H]RO2
4,4798,C
5,4798,O[C@@H]2O[C@H]RC[C@H]R[C@H]2O
6,4798,C
7,4798,O
8,4798,C
9,4798,=O
10,4798,C
11,4798,O
12,4798,C
13,4798,C
14,4798,OC
15,4798,O
16,4798,C
17,4798,C
18,4798,NRC
19,4798,C
0,4799,CCCCCCO[C@@H]1O[C@H]R[C@H]R[C@H]R[C@H]1O
1,4799,CO
2,4799,O
3,4799,N
0,4800,NCRNO
1,4800,=O
0,4801,COc1ncRncRc1NC1=NCCN1
1,4801,C
2,4801,L
0,4802,CCOCRNc1cccRcc1N
1,4802,=O
2,4802,NCc2cccRcc2
3,4802,F
0,4803,C[C@@]1ROCRNRC1=O
1,4803,c2cccRcc2
2,4803,=O
3,4803,Nc2ccccc2
4,4803,Oc3ccccc3
0,4804,C[C@H]R[C@H]Rc1ccccRc1
1,4804,N
2,4804,O
3,4804,O
0,4805,CCCCCCCCCCCCCCCCROC[C@H]ROCRCCCCCCCCCCCCCCC
1,4805,=O
2,4805,COPRROCCN
3,4805,=O
4,4805,=O
5,4805,O
0,4806,CNRc1ccccn1
1,4806,CCOc1cccRcc1
2,4806,CC2SCRNC2=O
3,4806,=O
0,4807,COCc1cRncRcRc1-c1cccRcc1
1,4807,CRC
2,4807,CRC
3,4807,/C=C/[C@@H]RC[C@@H]RCCRO
4,4807,F
5,4807,C
6,4807,C
7,4807,O
8,4807,O
9,4807,=O
0,4808,O=CR[C@@H]RPRRO
1,4808,c1ccc2ccccc2c1
2,4808,c1cccc2ccccc12
3,4808,=O
4,4808,O
0,4809,COCR[C@H]RNPRROc1ccccc1
1,4809,=O
2,4809,C
3,4809,=O
4,4809,OC[C@H]1O[C@@H]RC[C@@H]1O
5,4809,n2ccRcR[nH]c2=O
6,4809,/C=C/P
7,4809,=O
0,4810,Cc1[nH]c2ccccc2c1CCNCc1cccRcc1
1,4810,/C=C/CR=NO
2,4810,O
0,4811,O=CRCRNRc1cccc2cccRcc12
1,4811,O
2,4811,=O
3,4811,c1ccccc1CRO
4,4811,O
5,4811,=O
0,4812,N=CRc1ccc2ncR[nH]c2c1
1,4812,N
2,4812,-c3ncccc3O
0,4813,CCROPRRO
1,4813,C
2,4813,=O
3,4813,O
0,4814,N=CRc1ccc2ncR[nH]c2c1
1,4814,N
2,4814,CRRc3nc4cccRcc4[nH]3
3,4814,O
4,4814,O
5,4814,CR[NH3+]
6,4814,=[NH2+]
0,4815,COc1cccRcc1
1,4815,CRC2RCCCCC2
2,4815,CNRC
3,4815,O
4,4815,C
0,4816,CNCR[C@@H]RCRRC
1,4816,=O
2,4816,NCR[C@H]R[C@H]RCRNO
3,4816,C
4,4816,C
5,4816,=O
6,4816,CCRC
7,4816,O
8,4816,=O
9,4816,C
0,4817,O=CRc1cccnc1NCc1ccncc1
1,4817,Nc1cccRcc1
2,4817,Oc2ccccc2
0,4818,Fc1ccccc1C1=NCCRNRc2cccRcc21
1,4818,=S
2,4818,CCRRF
3,4818,L
4,4818,F
5,4818,F
0,4819,CN1CCNRCC1
1,4819,C2=Nc3ccccc3Oc3cccRcc32
2,4819,L
0,4820,CC1Cc2ccccc2N1NCRc1cccRcRc1
1,4820,=O
2,4820,L
3,4820,SRR=O
4,4820,N
5,4820,=O
0,4821,CCROCRCCC/C=C\C[C@H]1[C@@H]RC[C@@H]R[C@@H]1CC[C@@H]RCCc1ccccc1
1,4821,C
2,4821,=O
3,4821,O
4,4821,O
5,4821,O
0,4822,O=C1NCRNCRC1Cc1cccRo1
1,4822,=S
2,4822,=O
3,4822,-c2ccccc2CRRF
4,4822,F
5,4822,F
0,4823,O=CRc1cccRcc1L
1,4823,Nc1cccRcc1CRO
2,4823,L
3,4823,Oc2ncccn2
4,4823,=O
0,4824,Oc1cccRcc1
1,4824,-n2ccnc2
0,4825,COCRCRC1CCCCN1
1,4825,=O
2,4825,c1ccccc1
0,4826,C[C@]12CC[C@H]3[C@@H]R[C@@H]1CCC2=O
1,4826,CC=C4C[C@@H]RCC[C@@]43C
2,4826,O
0,4827,CCRN[C@@H]1[C@@H]RC[C@]RRO[C@H]1[C@H]R[C@H]RCO
1,4827,=O
2,4827,O
3,4827,O
4,4827,CRO
5,4827,O
6,4827,O
7,4827,=O
0,4828,NCC1RCCCCC1
1,4828,CCRO
2,4828,=O
0,4829,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COPRRO[C@H]2[C@H]1O
1,4829,=O
2,4829,O
0,4830,CCRCRc1ccccRc1
1,4830,NCRRC
2,4830,=O
3,4830,L
4,4830,C
5,4830,C
0,4831,O=CRCCCCRNc1cccRcc1
1,4831,O
2,4831,=O
3,4831,CC[N+]2RCCCCC2
4,4831,[O-]
0,4832,COc1cc2c3cc1Oc1ccRC[C@@H]1c4cRCC[N+]1RC
1,4832,ccc1O
2,4832,ccRcRc4Oc4cccRC[C@@H]3NRCC2
3,4832,C
4,4832,OC
5,4832,O
6,4832,cc4
7,4832,C
0,4833,Nc1ncRc2cRNCCRN2
1,4833,=O
2,4833,[nH]1
3,4833,CNc1cccRcc1
4,4833,CRN[C@@H]RCRO
5,4833,=O
6,4833,CCCRO
7,4833,=O
8,4833,=O
0,4834,C[C@@H]1C[C@H]2[C@@H]3C[C@H]RC4=CCRC=C[C@]4R[C@@]3R[C@@H]RC[C@]2R[C@@]1RCRCO
1,4834,F
2,4834,=O
3,4834,C
4,4834,F
5,4834,O
6,4834,C
7,4834,O
8,4834,=O
0,4835,N=CRc1cccRcc1
1,4835,N
2,4835,OCCCCCOc2cccRcc2
3,4835,CRN
4,4835,=N
0,4836,O=CRCCCRCCCRCCCRO
1,4836,O
2,4836,=O
3,4836,=O
4,4836,=O
0,4837,CCCNCCRCOc1ccccc1CRCCc1ccccc1
1,4837,O
2,4837,=O
0,4838,O=C1CN=CRc2ccRccc2N1
1,4838,c2ccccc2
2,4838,[N+]R[O-]
3,4838,=O
0,4839,Cc1cnRcn1
1,4839,-c2ccRccRc2
2,4839,NCRc3cccRcRc3
3,4839,CRRF
4,4839,=O
5,4839,C
6,4839,Nc4ncccRn4
7,4839,F
8,4839,F
9,4839,-c5cccnc5
0,4840,Cc1cccRcRc1
1,4840,C
2,4840,OCCCCRRCRO
3,4840,C
4,4840,C
5,4840,=O
0,4841,CO[C@@H]1/C=C/[C@H]R[C@@H]RC[C@@H]R/C=C/[C@H]R[C@@H]ROCR/C=C/C=CRC[C@@H]RCC2=CCRO[C@H]R[C@H]R[C@@H]RC1
1,4841,C
2,4841,O
3,4841,OC
4,4841,C
5,4841,[C@@H]R[C@@H]R[C@@H]RCCCR[C@H]R[C@@H]ROC
6,4841,=O
7,4841,/C
8,4841,OC
9,4841,=O
10,4841,[C@H]2O
11,4841,C
12,4841,OC
13,4841,C
14,4841,OC
15,4841,C
16,4841,=O
17,4841,C
18,4841,C/C=C/NRC=O
19,4841,C
0,4842,CN1CCC[C@H]1c1cccnc1
0,4843,CN1[C@H]2CC[C@@H]1C[C@H]RC2
1,4843,OCR[C@H]Rc1ccccc1
2,4843,=O
3,4843,CO
0,4844,COc1ccc2c3c1O[C@H]1[C@@H]RC=C[C@H]4[C@@H]RNRCC[C@]314
1,4844,O
2,4844,C2
3,4844,C
0,4845,Cc1cccRcc1
1,4845,SRRNCRNN2CC3CCCC3C2
2,4845,=O
3,4845,=O
4,4845,=O
0,4846,CNRCRN[C@H]1[C@@H]RO[C@H]R[C@@H]R[C@@H]1O
1,4846,N=O
2,4846,=O
3,4846,O
4,4846,CO
5,4846,O
0,4847,COc1ccRc2ncccc2c1
1,4847,NCRCCCN
2,4847,C
0,4848,O=NNRCRNC1CCCCC1
1,4848,CCL
2,4848,=O
0,4849,NCc1ccccRc1
1,4849,C2CCNRCC2
2,4849,CRc3cnccRc3
3,4849,=O
4,4849,CCc4ccccc4
0,4850,COc1cccRcc1
1,4850,SRRC[C@@H]2CCCC[C@H]2CRNCCN
2,4850,=O
3,4850,=O
4,4850,=O
0,4851,N[C@@H]RCc1ccRcRcc1F
1,4851,CCRN1CCCCCN1CRc1ccccc1
2,4851,F
3,4851,F
4,4851,=O
5,4851,=O
0,4852,Ic1ccccRc1
1,4852,CNc2c3cRCCCC3
2,4852,nc4ccccc24
0,4853,CCRc1ccccRc1O
1,4853,C
2,4853,CRC
3,4853,C
0,4854,COc1ccRccc1Nc1c2ccccc2nc2ccccc12
1,4854,NSRR=O
2,4854,C
3,4854,=O
0,4855,CNCRc1cccRcc1F
1,4855,=O
2,4855,N2CRNRCRC2RC
3,4855,=S
4,4855,c3cccRcRc3
5,4855,=O
6,4855,C
7,4855,C#N
8,4855,CRRF
9,4855,F
10,4855,F
0,4856,CSRRc1ccccRc1
1,4856,=O
2,4856,=O
3,4856,-c2ccRncn2
4,4856,N3C[C@H]R[C@@H]RC3
5,4856,c4ccRcRcc4F
6,4856,N
7,4856,F
8,4856,F
0,4857,CCOCCO
0,4858,CNRCCOCRc1ccccn1
1,4858,C
2,4858,c1cccRcc1
3,4858,L
0,4859,CCc1cR[nH]c2c1CRCRCC2
1,4859,C
2,4859,=O
3,4859,CN1CCOCC1
0,4860,O[C@@H]1[C@H]RCN2CCC[C@@H]R[C@H]12
1,4860,O
2,4860,O
0,4861,O=CRNO
1,4861,CPRRO
2,4861,=O
3,4861,O
0,4862,OCCOCCN1CCNRCC1
1,4862,C2=Nc3ccccc3Sc3ccccc32
0,4863,CN1CCNRCC1
1,4863,C2=Nc3ccRccc3Nc3ccccc32
2,4863,L
0,4864,COc1ccRcRcc1L
1,4864,Nc2cRcnc3ccRcRcc23
2,4864,L
3,4864,C#N
4,4864,OCCCN4CCNRCC4
5,4864,OC
6,4864,C
0,4865,COc1cccRcc1
1,4865,-c2oc3ncncRc3c2-c2cccRcc2
2,4865,NCCO
3,4865,OC
0,4866,CCRN1CCCRCC1
1,4866,=N
2,4866,Oc2ccc3c4ccccc4nRc3c2
3,4866,Cc4ccc5cccRcc5c4
4,4866,CRN
5,4866,=N
0,4867,O=C1CNRCCN1CC1CCNRCC1
1,4867,SRR/C=C/c2cccRcc2
2,4867,c2ccncc2
3,4867,=O
4,4867,=O
5,4867,L
0,4868,CCRC[C@H]RCRN1CCC[C@H]1CRNCCCCN=CRN
1,4868,C
2,4868,NSRRCc1ccccc1
3,4868,=O
4,4868,=O
5,4868,N
6,4868,=O
7,4868,=O
0,4869,OC[C@H]1O[C@H]R[C@H]R[C@@H]R[C@@H]1O
1,4869,O[C@]2RO[C@H]R[C@@H]R[C@@H]2O
2,4869,O
3,4869,O
4,4869,CO
5,4869,CO
6,4869,O
0,4870,CNRCR[C@@H]R[C@H]RCRN1CCCRRC1
1,4870,C
2,4870,=O
3,4870,[C@H]1CC[C@H]RCC1
4,4870,N
5,4870,=O
6,4870,F
7,4870,F
8,4870,c2ccc3ncnn3c2
0,4871,OCRRc1cccRcc1F
1,4871,Cn1cncn1
2,4871,Cn1cncn1
3,4871,F
0,4872,CCRNc1ccccRc1
1,4872,=O
2,4872,Nc2ncRn3nccRc3n2
3,4872,Nc3ccccc3
4,4872,C#N
0,4873,CCRc1ccRcRcRc1
1,4873,C
2,4873,CRC
3,4873,SRRN[C@@H]RCRN2CCNRCC2
4,4873,CRC
5,4873,C
6,4873,=O
7,4873,=O
8,4873,Cc2ccccRc2
9,4873,=O
10,4873,CRCCN
11,4873,C
12,4873,CRN
13,4873,=O
14,4873,=N
0,4874,COc1cccRcc1
1,4874,CCRN
2,4874,C
0,4875,C[C@H]R[C@H]Rc1cccRcc1
1,4875,NCCc1cccRcc1
2,4875,O
3,4875,O
4,4875,O
0,4876,CCCc1nc2cRccRcc2n1Cc1cccRcc1
1,4876,C
2,4876,-c3nc4ccccc4n3C
3,4876,-c2ccccc2CRO
4,4876,=O
0,4877,Oc1cccRcc1
1,4877,C2=Cc3cccRcc3OC2
2,4877,O
0,4878,COc1ccRcRcc1CRN[C@@H]1CCNRC[C@@H]1OC
1,4878,N
2,4878,L
3,4878,=O
4,4878,CCCOc2cccRcc2
5,4878,F
0,4879,C#C[C@H]RCRO
1,4879,N
2,4879,=O
0,4880,CN1CC[C@H]R[C@H]RC1
1,4880,c2cRccRc3cRccRoc23
2,4880,O
3,4880,O
4,4880,O
5,4880,=O
6,4880,-c4ccccc4L
0,4881,CCCCCCOCR/N=CRc1cccRcc1
1,4881,=O
2,4881,/N
3,4881,NCc2nc3ccRccc3n2C
4,4881,CRNRc4ccccn4
5,4881,=O
6,4881,CCCROCC
7,4881,=O
0,4882,O=CRCCCCRN[C@H]R[P@@]RROCCRNCCc1ccccc1
1,4882,O
2,4882,=O
3,4882,Cc1ccccc1
4,4882,=O
5,4882,O
6,4882,=O
0,4883,CCROPRRO
1,4883,C
2,4883,=O
3,4883,O
0,4884,CCOCRc1cRnnRc1C
1,4884,=O
2,4884,C
3,4884,-c2ccccc2L
0,4885,CCCCRCRO
1,4885,CCC
2,4885,=O
0,4886,CSc1ccc2cRNRc1ccccc1S2
1,4886,c1
2,4886,CCC1CCCCN1C
0,4887,CCRc1cnn2cRccRnc12
1,4887,C
2,4887,Nc3cccRcc3
3,4887,N[C@H]3CC[C@H]RCC3
4,4887,SRRNRC
5,4887,N
6,4887,=O
7,4887,=O
8,4887,C
0,4888,N[C@H]1[C@@H]2CNRC[C@H]12
1,4888,c3nc4cRcRcRcn4-c3cccRcc3F
2,4888,cc3F
3,4888,=O
4,4888,CRO
5,4888,F
6,4888,=O
0,4889,COCRC1=CRNCR=CRC1c1ccccRc1
1,4889,=O
2,4889,C
3,4889,C
4,4889,CROCCNRCc2ccccc2
5,4889,[N+]R[O-]
6,4889,=O
7,4889,C
8,4889,=O
0,4890,CNRCCCN1c2ccccc2Sc2cccRcc21
1,4890,C
2,4890,L
0,4891,CCROC[C@H]RCRO
1,4891,=O
2,4891,N
3,4891,=O
0,4892,C[C@H]R[C@H]R[C@H]1CNc2ncR[nH]cRc2N1
1,4892,O
2,4892,O
3,4892,N
4,4892,=O
0,4893,NCCRO
1,4893,=O
0,4894,C=CCC1RCRNCRNC1=O
1,4894,CCRC
2,4894,=O
3,4894,=O
4,4894,C
0,4895,Cc1cnRcR[nH]c1=O
1,4895,[C@@H]2C[C@@H]R[C@H]RO2
2,4895,=O
3,4895,O
4,4895,CN3CCCC3
0,4896,CC[C@H]1OCR[C@H]R[C@@H]R[C@H]R[C@@H]R[C@]RRC[C@@H]RCR[C@H]R[C@@H]R[C@]1RO
1,4896,=O
2,4896,C
3,4896,O[C@H]2C[C@@]RR[C@@H]R[C@H]RO2
4,4896,C
5,4896,O[C@@H]2O[C@H]RC[C@H]R[C@H]2O
6,4896,C
7,4896,O
8,4896,C
9,4896,=O
10,4896,C
11,4896,O
12,4896,C
13,4896,C
14,4896,OC
15,4896,O
16,4896,C
17,4896,C
18,4896,NRC
19,4896,C
0,4897,CC1RNCRNRC1=O
1,4897,C
2,4897,=O
3,4897,c2cccRcRc2
4,4897,[N+]R[O-]
5,4897,CRRF
6,4897,=O
7,4897,F
8,4897,F
0,4898,C[N+]1RCCCC1
1,4898,CCCCC[N+]2RCCCC2
2,4898,C
0,4899,Nc1ncRc2ncnRc2[nH]1
1,4899,=O
2,4899,[C@@H]3O[C@H]R[C@H]4O[C@@H]RO[C@H]43
3,4899,CO
4,4899,CPRRO
5,4899,=O
6,4899,O
0,4900,CNRCCC=C1c2ccccc2COc2ccccc21
1,4900,C
0,4901,CCRR[C@@H]RCR=NCCCR=NCCSCRC[C@@]RRCCR[O-]
1,4901,C
2,4901,COPRROPRROC[C@H]1O[C@@H]R[C@H]R[C@@H]1OPRR[O-]
3,4901,O
4,4901,[O-]
5,4901,[O-]
6,4901,=O
7,4901,C
8,4901,O
9,4901,=O
10,4901,=O
11,4901,O
12,4901,=O
13,4901,O
14,4901,n2cnc3cRncnc32
15,4901,O
16,4901,=O
17,4901,[O-]
18,4901,N
0,4902,COc1ccRccc1OCCCN1CCCRCC1
1,4902,CR=O
2,4902,c2noc3ccRccc23
3,4902,C
4,4902,F
0,4903,NCc1ccc2cRC1RCO2
1,4903,c1
2,4903,CCNRCC1
3,4903,CR/C=C/c3ccccc3
4,4903,=O
0,4904,CNCR[C@@H]1Cc2cccRcc2CN1CROCc1ccccc1
1,4904,=O
2,4904,NSRRO
3,4904,=O
4,4904,=O
5,4904,=O
0,4905,CCRR[C@@H]RCRNCCCRNCCS
1,4905,C
2,4905,COPRROPRROC[C@H]1O[C@@H]R[C@H]R[C@@H]1OPRRO
3,4905,O
4,4905,=O
5,4905,=O
6,4905,=O
7,4905,O
8,4905,=O
9,4905,O
10,4905,n2cnc3cRncnc32
11,4905,O
12,4905,=O
13,4905,O
14,4905,N
0,4906,Cc1nc2cRcccc2cR[nH]1
1,4906,O
2,4906,=O
0,4907,FCRRCRP
1,4907,F
2,4907,F
3,4907,L
0,4908,COCRc1ccRc2ccRccc2c1
1,4908,=O
2,4908,NCRc2ccccRc2C
3,4908,CRN
4,4908,=O
5,4908,O
6,4908,=N
0,4909,C[C@]RRCRNc1cccRcRc1
1,4909,O
2,4909,COc1cccRcRc1
3,4909,=O
4,4909,C#N
5,4909,CRRF
6,4909,L
7,4909,F
8,4909,F
9,4909,F
0,4910,CC[C@@]1RCROCc2c1cc1nRCc2cc3cRcRccc3nc2-1
1,4910,O
2,4910,=O
3,4910,c2=O
4,4910,CNRC
5,4910,O
6,4910,C
0,4911,O=CRNc1nccRs1
1,4911,Nc1ccccRc1
2,4911,CCNc2ncnc3ccsc23
3,4911,CRRF
4,4911,F
5,4911,F
0,4912,Lc1ccccRc1NC1=NCCN1
1,4912,L
0,4913,O=CNC1CCCCC1
0,4914,CC1O[C@@]2RCN1CCC2CC1
1,4914,CS1
0,4915,COc1ccRccRc1OC
1,4915,Cc2cncRnc2N
2,4915,OC
3,4915,N
0,4916,CCRR[C@@H]RCR=NCCCR=NCCSCCR=NCCc1c[nH]c2ccccc12
1,4916,C
2,4916,COPRROPRROC[C@H]1O[C@@H]R[C@H]R[C@@H]1OPRRO
3,4916,O
4,4916,O
5,4916,O
6,4916,O
7,4916,=O
8,4916,O
9,4916,=O
10,4916,O
11,4916,n2cnc3cRncnc32
12,4916,O
13,4916,=O
14,4916,O
15,4916,N
0,4917,Nc1cccRcc1
1,4917,SRRNc2ncccn2
2,4917,=O
3,4917,=O
0,4918,NCRc1cc2ccR[nH]c2cc1L
1,4918,=[NH2+]
2,4918,-c3ccccRc3[O-]
3,4918,OC4CCCC4
0,4919,CNRCCC=C1c2ccccc2CCc2ccccc21
1,4919,C
0,4920,NSRRc1cccRcc1
1,4920,=O
2,4920,=O
3,4920,CRNCc2ccccRc2F
4,4920,=O
5,4920,F
0,4921,CCOCRCOc1ccc2cRC[C@@H]RCC2
1,4921,=O
2,4921,c1
3,4921,NC[C@H]Rc1ccccRc1
4,4921,O
5,4921,L
0,4922,COc1ccRcRcc1CC=CRC
1,4922,O
2,4922,CR/C=C/c2cccRcc2
3,4922,C
4,4922,=O
5,4922,O
0,4923,CN1CCNRCC1
1,4923,C2=Nc3ccRccc3Nc3ccccc32
2,4923,L
0,4924,CCCCCCCCCCCC[N+]RR[O-]
1,4924,C
2,4924,C
0,4925,N[C@H]1CCCCCCCCCCNC1=O
0,4926,CNRCRCRRc1ccccc1
1,4926,C
2,4926,=O
3,4926,CCN1CCCRRCC1
4,4926,c1ccccc1
5,4926,O
6,4926,c2cccRcc2
7,4926,L
0,4927,O=CRCCCc1ncRno1
1,4927,O
2,4927,-c2ccccRc2
3,4927,[N+]R[O-]
4,4927,=O
0,4928,O=PRRO
1,4928,[O-]
2,4928,O
0,4929,O=CRc1c[nH]c2ccccc12
1,4929,O[C@@H]1C[C@@H]2C[C@H]3C[C@H]RN2CC3=O
2,4929,C1
0,4930,NCCCCN
0,4931,O=CRCCCC[C@@H]1SC[C@@H]2NCRN[C@H]12
1,4931,O
2,4931,=O
0,4932,Fc1cccRcc1
1,4932,CRN2CCNRCC2
2,4932,c2cccRcc2
3,4932,C/C=C/c3ccccc3
4,4932,F
0,4933,CCRNc1cccRcc1
1,4933,=O
2,4933,O
0,4934,CCNRCCCCRNc1ccnc2ccRccc12
1,4934,CC
2,4934,C
3,4934,L
0,4935,O=CRNc1ccRccc1N1CCCRCC1
1,4935,NCRc1ccRcRcc1L
2,4935,F
3,4935,CRO
4,4935,=O
5,4935,F
6,4935,F
7,4935,=O
0,4936,CCNRCCOc1cccRcc1
1,4936,CC
2,4936,CRc2ccccc2
3,4936,=CRc2ccccc2
4,4936,L
0,4937,Cc1ccRcRcRc1CC1=NCCN1
1,4937,CRRC
2,4937,O
3,4937,C
4,4937,C
5,4937,C
0,4938,CNRCCCN1c2ccccc2CCc2ccccc21
1,4938,C
0,4939,CN1CCNRCC1
1,4939,SRRc2ccc3cRSRRN[C@@H]RC3
2,4939,=O
3,4939,=O
4,4939,c2
5,4939,=O
6,4939,=O
7,4939,C2CCCC2
0,4940,O[Zn-]RO
1,4940,O
0,4941,CCCCRRC1C[C@@]23C=CC1RC1Oc4cRccc5c4[C@@]12CCNR[C@@H]3C5
1,4941,C
2,4941,O
3,4941,OC
4,4941,O
5,4941,C
0,4942,CO[C@]12CC[C@@]3R[C@H]1Cc4cccRc5c4[C@@]3R[C@H]2O5
1,4942,C[C@@H]1[C@]RRCRRC
2,4942,O
3,4942,CCN1CC1CC1
4,4942,C
5,4942,O
6,4942,C
7,4942,C
0,4943,C[C@H]RCn1ccc2ccccc21
1,4943,CNCRc1cccRcc1
2,4943,=O
3,4943,SRR=O
4,4943,N
5,4943,=O
0,4944,CN1CCCRCC1
1,4944,=C2c3ccccc3CCn3cRcnc32
2,4944,C=O
0,4945,C[C@@H]1O[C@@H]R[C@@H]R[C@H]R[C@@H]1O
1,4945,O
2,4945,O
3,4945,O
0,4946,Cc1nnc2n1-c1cccRcc1CR=NC2
1,4946,L
2,4946,c1ccccc1
0,4947,CC[C@H]RCRO[C@H]1C[C@@H]RC=C2C=C[C@H]R[C@H]R[C@H]21
1,4947,C
2,4947,=O
3,4947,C
4,4947,C
5,4947,CC[C@@H]3C[C@@H]RCCRO3
6,4947,O
7,4947,=O
0,4948,COC1=CRCRCR=CRC1=O
1,4948,OC
2,4948,=O
3,4948,CC=CRC
4,4948,C
5,4948,C
0,4949,CNCC[C@@H]Rc1ccccc1
1,4949,Oc1ccccc1C
0,4950,COCCOc1cncRnc1
1,4950,NSRRc2ccccc2
2,4950,=O
3,4950,=O
0,4951,C[C@]12C[C@H]R[C@H]3[C@@H]R[C@@H]1CC[C@]2RCRCO
1,4951,O
2,4951,CCC4=CCRC=C[C@@]43C
3,4951,O
4,4951,=O
5,4951,=O
0,4952,CCRCCNCR[C@H]RNCR[C@@H]RCCRO
1,4952,C
2,4952,=O
3,4952,CCc1ccccc1
4,4952,=O
5,4952,O
6,4952,=O
0,4953,O=CRc1ccccRc1
1,4953,Nc1ccccc1CRO
2,4953,SRRN2CCc3ccccc3C2
3,4953,=O
4,4953,=O
5,4953,=O
0,4954,COCRC1=CRNCR=CRC1c1cccc2nonc12
1,4954,=O
2,4954,C
3,4954,C
4,4954,CROCRC
5,4954,=O
6,4954,C
0,4955,CCCOc1ccRccc1OC
1,4955,[C@]2RCNCRO2
2,4955,C
3,4955,=O
0,4956,CCRNc1cccnc1N1CCNRCC1
1,4956,C
2,4956,CRc2cc3ccRccc3[nH]2
3,4956,=O
4,4956,NSRR=O
5,4956,C
6,4956,=O
0,4957,CCCCCCCCCCCCRRPRRO
1,4957,O
2,4957,PRRO
3,4957,=O
4,4957,O
5,4957,=O
6,4957,O
0,4958,CCNRCC#CCOCRCRRC1CCCCC1
1,4958,CC
2,4958,=O
3,4958,O
4,4958,c1ccccc1
0,4959,N[C@H]RCC1C=Nc2ccccc21
1,4959,COc1cnccRc1
2,4959,-c2ccc3cnccc3c2
0,4960,CCCCCCOCR/N=CRc1cccRcc1
1,4960,=O
2,4960,/N
3,4960,NCc2nc3ccRccc3n2C
4,4960,CRNRc4ccccn4
5,4960,=O
6,4960,CCCROCC
7,4960,=O
0,4961,CO[C@@H]1C[C@H]RNRC1
1,4961,CRNc2cccRcc2F
2,4961,CRNc2cccRcc2
3,4961,=O
4,4961,-n3ccccc3=O
5,4961,=O
6,4961,L
0,4962,Nc1ncnc2c1ncn2[C@@H]1O[C@H]R[C@@H]R[C@H]1O
1,4962,COPRROPRROC[C@H]2O[C@@H]R[C@H]R[C@@H]2O
2,4962,O
3,4962,=O
4,4962,O
5,4962,=O
6,4962,O
7,4962,[n+]3ccccRc3
8,4962,O
9,4962,CRO
10,4962,=O
0,4963,Cc1ccccRc1
1,4963,C[C@H]RCRO
2,4963,N
3,4963,=O
0,4964,CCRCOc1cccRcc1
1,4964,C
2,4964,CNCRNRC2CCNRCC2
3,4964,=O
4,4964,Cc2cccRcc2
5,4964,C
6,4964,F
0,4965,CC[N+]RRCCOCRCRRC1CCCCC1
1,4965,C
2,4965,CC
3,4965,=O
4,4965,O
5,4965,c1ccccc1
0,4966,CO[C@H]1[C@H]R[C@]2RCO2
1,4966,[C@@]2RO[C@@H]2CC=CRC
2,4966,CC[C@H]1OCR/C=C/C=C/C=C/C=C/CRO
3,4966,C
4,4966,C
5,4966,=O
6,4966,=O
0,4967,CCCCNc1ccRccRc1Oc1ccccc1
1,4967,CRO
2,4967,SRR=O
3,4967,=O
4,4967,N
5,4967,=O
0,4968,Cc1nc2nRCCCC2
1,4968,cRc1CCN1CCCRCC1
2,4968,=O
3,4968,c3noc4ccRccc34
4,4968,F
0,4969,Nc1cccRcRc1
1,4969,CCROCCP
2,4969,C=O
3,4969,=O
0,4970,NCRc1ncnRn1
1,4970,=O
2,4970,[C@@H]2O[C@H]R[C@@H]R[C@H]2O
3,4970,CO
4,4970,O
0,4971,CCOc1cccRcc1
1,4971,NCR=O
2,4971,C
0,4972,COc1ccRccRc1
1,4972,NCRNCRN
2,4972,OC
3,4972,=N
4,4972,=N
0,4973,OC[C@@H]1O[C@@]RR[C@H]R[C@H]1O
1,4973,O
2,4973,CO
3,4973,O
0,4974,CSRRc1cccRcc1
1,4974,=O
2,4974,=O
3,4974,C2=CRCROC2
4,4974,c3ccccc3
5,4974,=O
0,4975,O=CR[C@@H]R[C@@H]RCRO
1,4975,O
2,4975,O
3,4975,O
4,4975,=O
0,4976,CCR=CCC/CR=C/CC/CR=C/CONCRCPRRO
1,4976,C
2,4976,C
3,4976,C
4,4976,=O
5,4976,=O
6,4976,O
0,4977,Cc1ccc2ncR[nH]c2c1
1,4977,[C@@H]3O[C@H]R[C@@H]R[C@H]R[C@H]3O
2,4977,CO
3,4977,O
4,4977,O
0,4978,C[C@H]RCRN[C@@H]RCRCOc1cRcRccRc1F
1,4978,NCRCRNc1ccccc1CRRC
2,4978,=O
3,4978,CCRO
4,4978,=O
5,4978,F
6,4978,F
7,4978,F
8,4978,=O
9,4978,=O
10,4978,C
11,4978,C
12,4978,=O
0,4979,O=C1CCc2cccRcc2N1
1,4979,OCCCCN3CCNRCC3
